Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas300           Pavarde300               2     9     8     7     9    10
Vardas301           Pavarde301               1     9     1     5     6     7
Vardas302           Pavarde302              10     7     6     7     4     0
Vardas303           Pavarde303               8     5     3     9    10     6
Vardas304           Pavarde304               6     8     5     7     1     5
Vardas305           Pavarde305               5     4     5     0     6     8
Vardas306           Pavarde306               7     0     9     1     5    10
Vardas307           Pavarde307               8     5     7     4     9     2
Vardas308           Pavarde308               6     9    10     0     6     2
Vardas309           Pavarde309               2     1     2     2     3     2
Vardas310           Pavarde310               8     8     1     5     5     2
Vardas311           Pavarde311               7     4     0     2     3     1
Vardas312           Pavarde312               5    10     0     4     8     8
Vardas313           Pavarde313               8     8     8     9     2     9
Vardas314           Pavarde314              10     6     7     5     1     4
Vardas315           Pavarde315               5     7     1     9     0    10
Vardas316           Pavarde316              10     6     8     2     6     2
Vardas317           Pavarde317               3     8     9     5     7     1
Vardas318           Pavarde318               2     7    10     4     2    10
Vardas319           Pavarde319               6     2     6     9     4     6
Vardas320           Pavarde320               4     0     1     3     6     4
Vardas321           Pavarde321               4     8     9     9     8     0
Vardas322           Pavarde322               1     3     2     1     1     7
Vardas323           Pavarde323               7     0     9    10     5    10
Vardas324           Pavarde324               8     0     5     6     4     0
Vardas325           Pavarde325               9     5     2     2     5     7
Vardas326           Pavarde326              10     4     9     8     3     6
Vardas327           Pavarde327               0     2     6     2     5     4
Vardas328           Pavarde328               0     0     3     2     7     8
Vardas329           Pavarde329               5     3     6     4     7     2
Vardas330           Pavarde330               8     6     8     0     8     0
Vardas331           Pavarde331               3     9     7     4     5     0
Vardas332           Pavarde332               5     1     5     6     1     0
Vardas333           Pavarde333               1     4     4     8     2     7
Vardas334           Pavarde334               5     4     8     3     8     0
Vardas335           Pavarde335               5     7    10    10     1     5
Vardas336           Pavarde336               5    10     4     4     0     7
Vardas337           Pavarde337               3     1     7     3     0     4
Vardas338           Pavarde338               6     8     3     1     1    10
Vardas339           Pavarde339               9     4     9     8     1     9
Vardas340           Pavarde340               8     0     1    10     5     9
Vardas341           Pavarde341               7     5     8     7     2     5
Vardas342           Pavarde342               6    10     3    10     2    10
Vardas343           Pavarde343               2     5     5     8     8     4
Vardas344           Pavarde344               2     4     0     6     5     3
Vardas345           Pavarde345              10     7    10     7     9     4
Vardas346           Pavarde346               7     5     9     1     2     0
Vardas347           Pavarde347               3     4     6     1     2     4
Vardas348           Pavarde348               4     4     6     0     9     9
Vardas349           Pavarde349               3     2     8     5     0     0
Vardas350           Pavarde350               2     2    10     4     7     4
Vardas351           Pavarde351               3     2     2    10     9     1
Vardas352           Pavarde352               5     0    10     1     0     4
Vardas353           Pavarde353               6     0    10     8     4     8
Vardas354           Pavarde354               3     6     3     4    10     5
Vardas355           Pavarde355               9     9    10     8     0     9
Vardas356           Pavarde356               7     3     5     8     6     6
Vardas357           Pavarde357               4     6     2     0     1     2
Vardas358           Pavarde358               2     1    10     7     4    10
Vardas359           Pavarde359               1     8     1     2     5     8
Vardas360           Pavarde360               0     3     8     8     7     3
Vardas361           Pavarde361               8     8     7     9     9     9
Vardas362           Pavarde362               1     2     0    10     4     6
Vardas363           Pavarde363              10     4     2     8     4     8
Vardas364           Pavarde364               6     5     6     8     1     8
Vardas365           Pavarde365               8     1     5     5     4     8
Vardas366           Pavarde366               7     7     6     8     2     6
Vardas367           Pavarde367               0    10     0     6     0     3
Vardas368           Pavarde368               8     5     0     3    10     2
Vardas369           Pavarde369               2     3     1     8     6     0
Vardas370           Pavarde370               8    10     4     2     7     6
Vardas371           Pavarde371               7     7     8     6     7     5
Vardas372           Pavarde372               4     7     2    10     9     7
Vardas373           Pavarde373               9     0     4     4     1     5
Vardas374           Pavarde374               3     5     2     6     2     7
Vardas375           Pavarde375              10     8     9     3     2     8
Vardas376           Pavarde376               1     4     0     3     7     3
Vardas377           Pavarde377               4     4     0    10     6     9
Vardas378           Pavarde378               2     0     3     4     4     8
Vardas379           Pavarde379               7     4     3     9     4     5
Vardas380           Pavarde380               6     0     3     3     4     8
Vardas381           Pavarde381               1     5     6     8    10     4
Vardas382           Pavarde382               5     0     5     3     3    10
Vardas383           Pavarde383               1     9     5     1     8     5
Vardas384           Pavarde384               1     9     0     8     4     6
Vardas385           Pavarde385               3     3     5     1     0     1
Vardas386           Pavarde386               2     6     4     0     8     2
Vardas387           Pavarde387               6    10    10     6     0     5
Vardas388           Pavarde388               3     0     7    10     0     5
Vardas389           Pavarde389               6     5     7     4     4     9
Vardas390           Pavarde390               6     6     4     7     2     4
Vardas391           Pavarde391               4     1     4     9     0     0
Vardas392           Pavarde392               6     1     2     3     3     6
Vardas393           Pavarde393               4     7     1     4     9     0
Vardas394           Pavarde394              10     2     7     5     5     1
Vardas395           Pavarde395               7     3     4     6    10     1
Vardas396           Pavarde396               8     5     5     8     1     4
Vardas397           Pavarde397               7     2     9     2     5     5
Vardas398           Pavarde398               5    10     4     3     4     5
Vardas399           Pavarde399               3     1     8     5     3     7
Vardas400           Pavarde400               0     1     8     3     2     7
Vardas401           Pavarde401               5    10     7     1     1    10
Vardas402           Pavarde402               5    10     0    10     8     2
Vardas403           Pavarde403               4    10     1     0     0     6
Vardas404           Pavarde404               4    10     2    10     2     8
Vardas405           Pavarde405              10     0    10     6     5     8
Vardas406           Pavarde406               8     3     5     8     6     5
Vardas407           Pavarde407               2     2     1     3     9    10
Vardas408           Pavarde408               2     6     5     5     2     1
Vardas409           Pavarde409               9     2     6    10     0     6
Vardas410           Pavarde410               7     6     6     5    10     1
Vardas411           Pavarde411               2     3     4     0     4     8
Vardas412           Pavarde412               9     8     4     3     1     0
Vardas413           Pavarde413               0     5     6     2     3     5
Vardas414           Pavarde414               5     0     7     4     6     3
Vardas415           Pavarde415               6     7    10     8     4     2
Vardas416           Pavarde416               7     2     5     0     1     4
Vardas417           Pavarde417               5     5     2     7     2     5
Vardas418           Pavarde418               2     3     0     4     2     1
Vardas419           Pavarde419               1     8     1     6     5     6
Vardas420           Pavarde420               1     7     8     2     8     3
Vardas421           Pavarde421               1     0     0     1     4     7
Vardas422           Pavarde422               6     6     5     2     3     7
Vardas423           Pavarde423               8     7    10     9     7     8
Vardas424           Pavarde424               4     9     0     7     2     8
Vardas425           Pavarde425              10     9     2     4     6    10
Vardas426           Pavarde426               3     6     5    10     0     7
Vardas427           Pavarde427               0     8     9     8     8     1
Vardas428           Pavarde428               2    10     3     1     0     6
Vardas429           Pavarde429               1     2     8     5     0     9
Vardas430           Pavarde430               1     0     8     9     4     6
Vardas431           Pavarde431               3     6     3     1     1    10
Vardas432           Pavarde432               7     5     5     4    10     3
Vardas433           Pavarde433               8     7     8     5    10     4
Vardas434           Pavarde434               1     6     7     1     8     0
Vardas435           Pavarde435               0     7    10     8     1     6
Vardas436           Pavarde436               0     9     7     8    10     5
Vardas437           Pavarde437               2     7    10     9     3     0
Vardas438           Pavarde438               0     9     2     0     9     8
Vardas439           Pavarde439               5    10     4     2     3     9
Vardas440           Pavarde440               1     3     7     7     3     9
Vardas441           Pavarde441               6     4    10    10     6     4
Vardas442           Pavarde442               3     7     0     1     4     9
Vardas443           Pavarde443               2     6     1     2     4     4
Vardas444           Pavarde444               9     3     6     3     7     9
Vardas445           Pavarde445              10     6     7     6     6     1
Vardas446           Pavarde446               5     2     9     4     3     7
Vardas447           Pavarde447               5     8     0    10     9     1
Vardas448           Pavarde448               1     3     7     4     8     6
Vardas449           Pavarde449               8     9     9     1     8     6
Vardas450           Pavarde450               1     4     3     9     2     1
Vardas451           Pavarde451              10     6     4    10     3     7
Vardas452           Pavarde452               6     5     1     9     1     5
Vardas453           Pavarde453               3     4     7     6    10     3
Vardas454           Pavarde454               1     1     2     7     2     0
Vardas455           Pavarde455               5     5     8     9     0     7
Vardas456           Pavarde456               9     5     1     1     6     6
Vardas457           Pavarde457               3     6    10     7     5     1
Vardas458           Pavarde458               2     9     2     8     4     0
Vardas459           Pavarde459               1     8    10     5    10     9
Vardas460           Pavarde460               3     4     9     0     0     4
Vardas461           Pavarde461               5     5     6     7     1     6
Vardas462           Pavarde462               8     8    10    10     0     7
Vardas463           Pavarde463               0     1     8     1     2     8
Vardas464           Pavarde464               1     4     3     6     6     4
Vardas465           Pavarde465               5     6     8     7     0     8
Vardas466           Pavarde466               1     2     0     3     5     6
Vardas467           Pavarde467              10     7     9     0     4     1
Vardas468           Pavarde468               2     6     4     4     6     0
Vardas469           Pavarde469              10     2     4     4     1     9
Vardas470           Pavarde470              10     7    10    10     0     6
Vardas471           Pavarde471               9     7     7     2     5     3
Vardas472           Pavarde472               9     3     2    10    10     9
Vardas473           Pavarde473               1    10     3     3     8     5
Vardas474           Pavarde474               3     9     2     8     0     5
Vardas475           Pavarde475               6     6     6     6     2     8
Vardas476           Pavarde476              10     0     2     4     0     2
Vardas477           Pavarde477               3     9     0     8     6     5
Vardas478           Pavarde478               0     2    10     5    10     3
Vardas479           Pavarde479               4     8     9     1     6    10
Vardas480           Pavarde480               0     6     8     7     6     4
Vardas481           Pavarde481               2     3     1     1     5     7
Vardas482           Pavarde482               1     2     8     8     6     1
Vardas483           Pavarde483               4     8     2     9     5     6
Vardas484           Pavarde484               0     8     4     8     0     6
Vardas485           Pavarde485               7     5     1     7     3     1
Vardas486           Pavarde486               8    10     7     2     6     1
Vardas487           Pavarde487               4     0     5     4    10     3
Vardas488           Pavarde488               8     9     0     6     9     2
Vardas489           Pavarde489               0     4     5     6     5     8
Vardas490           Pavarde490               2     0     8     9     7     1
Vardas491           Pavarde491               4     9     2     9    10     6
Vardas492           Pavarde492               3     9    10     4    10     4
Vardas493           Pavarde493              10     4     5     4     6     5
Vardas494           Pavarde494               3     4     7     7     2     7
Vardas495           Pavarde495               4     3     2     7    10     5
Vardas496           Pavarde496               8     2     0     6     1     1
Vardas497           Pavarde497               5     3     2     9     5    10
Vardas498           Pavarde498               4     9     5     0     3     8
Vardas499           Pavarde499               1     0    10     6     8     3
Vardas500           Pavarde500               5     2     9     6     3     7
Vardas501           Pavarde501               3     1     6     9     1     2
Vardas502           Pavarde502               7     3     6     2     6     3
Vardas503           Pavarde503              10     8     1     9     4     5
Vardas504           Pavarde504               0     0     2     9     5     0
Vardas505           Pavarde505               7     2     4     4     0    10
Vardas506           Pavarde506               8     7     7    10     5     9
Vardas507           Pavarde507               3     6     3     6     2     1
Vardas508           Pavarde508               7     3    10    10     9     5
Vardas509           Pavarde509              10     3     6     3     7     5
Vardas510           Pavarde510               3     4     6     3     4     1
Vardas511           Pavarde511               2     8     2     5     6     7
Vardas512           Pavarde512               1     4     2     5     4     8
Vardas513           Pavarde513               3    10     9     5     5     4
Vardas514           Pavarde514               2     0     8     7     0     4
Vardas515           Pavarde515               0     5     4     6     8     0
Vardas516           Pavarde516               7    10     7     1     9     0
Vardas517           Pavarde517               8     5     9     9     4     7
Vardas518           Pavarde518               4     8     7     3     6     2
Vardas519           Pavarde519               8     2     0     2     8     3
Vardas520           Pavarde520               5     6     6     3     2     3
Vardas521           Pavarde521              10     5    10    10     0     4
Vardas522           Pavarde522               8     6     6     9     2     9
Vardas523           Pavarde523              10     7     0     8     7     0
Vardas524           Pavarde524               3     8     4     2     1     8
Vardas525           Pavarde525               3     2     0     3     5     2
Vardas526           Pavarde526               2     1     0     2     7     4
Vardas527           Pavarde527               3     9    10     5     1     0
Vardas528           Pavarde528               2    10     0     4    10     1
Vardas529           Pavarde529               0     9     8     8     2     5
Vardas530           Pavarde530               7     9     0     1    10     2
Vardas531           Pavarde531               9     8     9     5     6    10
Vardas532           Pavarde532               5     9     0     2     9     6
Vardas533           Pavarde533               5     4     6     4     6     5
Vardas534           Pavarde534               1     4     9     2     6     0
Vardas535           Pavarde535               7     8     5     6     9     9
Vardas536           Pavarde536               7     1     4     4     7     9
Vardas537           Pavarde537              10     4     3     8     7     1
Vardas538           Pavarde538               8     4     8     2     1     4
Vardas539           Pavarde539               4     2     1     3     3     0
Vardas540           Pavarde540               6     7     4     1     1     5
Vardas541           Pavarde541               2     1     7     3    10     5
Vardas542           Pavarde542               6     3     5     0    10     3
Vardas543           Pavarde543               5     4     3     3     4     7
Vardas544           Pavarde544               0     4     1     8     3    10
Vardas545           Pavarde545               2     9     9     9     2    10
Vardas546           Pavarde546               3     2     7     8     5     9
Vardas547           Pavarde547               0     1     1    10     4     7
Vardas548           Pavarde548               2     2     7     0    10     6
Vardas549           Pavarde549               3     1     2    10     3     0
Vardas550           Pavarde550               5     4     7     2     2     1
Vardas551           Pavarde551               7     6     0     8     3     4
Vardas552           Pavarde552               9     5     1     9     3     1
Vardas553           Pavarde553               5     7     4     3     2     2
Vardas554           Pavarde554               2     6     6     7     0     1
Vardas555           Pavarde555               1     0     1     4     0     7
Vardas556           Pavarde556               7    10     1     5     2     2
